Labelled Tweet,,,,,
,,,,,
ID,Timestamp,Tweet,Keluhan,Bukan Keluhan/Respon,Dinas
6.88E+17,"15 Jan 2016, 11:58:04 AM","RT @BDGcleanaction: Tidak semua sampah selalu berakhir di tempat pembuangan, sebelumnya #PilahSampah dulu. masih byk yg bisa manfaatkan htt…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 12:11:16 PM","RT @BDGcleanaction: Tidak semua sampah selalu berakhir di tempat pembuangan, sebelumnya #PilahSampah dulu. masih byk yg bisa manfaatkan htt…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 12:37:55 PM","RT @BDGcleanaction: Jaga selalu tetap bersih, giatkan sosialisasi dan penegakan aturan tentang bahayanya buang sampah ke sungai.@se_bdg  ht…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 12:56:44 PM","Lingk SDN Margahayu Brt Blok I yg kumuh, mhn dpt ditertibkan @kecamatanbubat cc @dbmpkotabdg @disdik_bdg https://t.co/mfPapVbkOp",Ya,,Lain-Lain
6.88E+17,"15 Jan 2016, 01:09:18 PM",Pak @ridwankamil  @relawan_bdg diBandung masih aja ada yg males sperti ini.Pdhl masih bisa kerja.Somga segera dibina https://t.co/4CI7TDRRzU,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 01:13:24 PM",Akar pohon merusak pagar rumah di kel.Malabar kec.lengkong RT.03 RW.07 kota bdg @diskamtam https://t.co/D5vZtPN4h7,Ya,,Dinas Pemakaman dan Pertamanan
6.88E+17,"15 Jan 2016, 01:17:16 PM","RT @BDGcleanaction: Jaga selalu tetap bersih, giatkan sosialisasi dan penegakan aturan tentang bahayanya buang sampah ke sungai.@se_bdg  ht…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 01:38:59 PM","RT @BDGcleanaction: Tidak semua sampah selalu berakhir di tempat pembuangan, sebelumnya #PilahSampah dulu. masih byk yg bisa manfaatkan htt…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 01:39:03 PM","RT @BDGcleanaction: Tidak semua sampah selalu berakhir di tempat pembuangan, sebelumnya #PilahSampah dulu. masih byk yg bisa manfaatkan htt…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 01:43:22 PM",@PRFMnews @IWGinting @ridwankamil Kemacetan dpn Resto KARNIVOR akibat parkir kiri kanan jlan. Ga trsentuh Tim Gembok https://t.co/Oy5uO2Lqde,Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 01:44:08 PM",@Ujungberung_Kec @ridwankamil @Satpolppbdg @DiskominfoBdg @PRFMnews sakantenan barudak punk nu sok nalangkring di alun2 ditertibkeun pak.,Ya,,Dinas Sosial
6.88E+17,"15 Jan 2016, 01:59:00 PM",Manusia silver di perempatan pasteur-sukajadi-paskal @infobandung @infobdg cc : @ridwankamil @Satpolppbdg https://t.co/XoU0ltPU2m,Ya,,Lain-Lain
6.88E+17,"15 Jan 2016, 02:08:36 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Utsman bin Affan https://t.co/6rowINoJno",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 02:21:18 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Utsman bin Affan https://t.co/6rowI…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 02:21:23 PM","Retweeted DBMP Kota Bandung (@dbmpkotabdg):  @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU,... https://t.co/jIn2DcMXtr",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 02:21:46 PM",Salahsatu simpul kemacetan #Bandung itu Jl.Pasirkaliki depan BPK Penabur.Bangun jembatan penyebrangan solusinya @ridwankamil,Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 02:24:34 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Utsman bin Affan https://t.co/6rowI…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 02:27:14 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Utsman bin Affan https://t.co/6rowI…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 02:32:29 PM",@satpolppbdg RT @atmaklasik: kumaha masalah kordinasi kemanan Bandung pasca teror jakarta kang @ridwankamil ? @PemkotBandung,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 02:33:51 PM",Jalan amblas kedalam 1 meter di jalan Gumuruh rt 09 rw 05 @kel_gumuruh @kec_batununggal @dedendedn @ridwankamil @dbmpkotabdg,Ya,,Dinas Tata Ruang dan Ciptakarya
6.88E+17,"15 Jan 2016, 02:42:54 PM",Pak @ridwankamil mohon maaf ganggu lampu lalu lintas di perempatan sadakeling sudah mati hampir seminggu Pak. Trmksh https://t.co/oK1vMTMZU1,Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 02:43:03 PM",@dbmpkotabdg Pa mhn diperbaiki Jl. Pinus Raya Cilengkrang 2 Kel.Palasari. Dpn SMA/K Muhammadyah hingga ke Ktr RW08 https://t.co/a43XKabcUB,Ya,,Dinas Tata Ruang dan Ciptakarya
6.88E+17,"15 Jan 2016, 02:45:12 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Utsman bin Affan https://t.co/6rowI…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 03:09:48 PM",@Kel_BabakanSari @Kec_Kircon @ridwankamil @RESTABES_BDG mohon di lakukan pemeriksaan di setiap kontrakan byk yg kehilangan motor,Ya,,Dinas Sosial
6.88E+17,"15 Jan 2016, 03:22:20 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Cigadung Raya Barat https://t.co/zNvLKjUAk7",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 03:22:34 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl AH Nasution https://t.co/kFJQn2OlD3",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 03:22:54 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Batik Uwit https://t.co/Q7IIiTofol",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 03:23:09 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Batik Rucita https://t.co/7As5zkkgWh",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 03:23:22 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Batik Rengganis https://t.co/5tHYtr4s9c",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 03:23:43 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Taman Sido Luhur https://t.co/H6cARWiqIP",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 03:28:22 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Taman Sido Luhur https://t.co/H6cAR…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 03:29:53 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Perintis Kemerdekaan https://t.co/z5hc1KpCnu",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 03:44:05 PM",no langganan O0204900713 udh seminggu air ga ngalir sma skli. tolong ditindak lanjuti!!!!!! @pdamtirtawening,Ya,,Dinas Bina Marga dan Pengairan
6.88E+17,"15 Jan 2016, 03:45:47 PM","@infobdg @ridwankamil lampu lalin di perempatan sesudah gatsu mati, ditambah tidak ada polisi yg mengatur. Picilakaeun.... Ah sudahlah",Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 04:09:33 PM",@PRFMnews @RESTABES_BDG @dishub_kotabdg parkir nya kok gak punya etika ya? https://t.co/ttgDMyYWTd,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 04:09:40 PM","RT @BDGcleanaction: Tidak semua sampah selalu berakhir di tempat pembuangan, sebelumnya #PilahSampah dulu. masih byk yg bisa manfaatkan htt…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 04:10:55 PM","RT @BDGcleanaction: Jaga selalu tetap bersih, giatkan sosialisasi dan penegakan aturan tentang bahayanya buang sampah ke sungai.@se_bdg  ht…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 04:23:45 PM","@ridwankamil pak saya mau tanya : buat kk berapa bulan yaaaa, saya udah 2 bln lebih belum jadi. Saya warga cisaranteun kidul",Ya,,Dinas Kependudukan dan Pencatatan Sipil
6.88E+17,"15 Jan 2016, 04:51:37 PM",Jumat siang TL Supratman-Katamso msh padam pdhl jalan sdg ramai. Untung ada petugas yg atur @dishub_kotabdg https://t.co/vxXVAxelcA,Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 04:52:06 PM",Jumat siang TL Supratman-Katamso msh padam pdhl jalan sdg ramai. Untung ada petugas yg atur @ridwankamil @IWGinting https://t.co/vxXVAxelcA,Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 05:03:19 PM","@ridwankamil Ass. wilujeng sonten kang Emil. Punten kang, PDAM di daerah Gg. Pelita 2 teu ngocor tos saminggon kumaha ?",Ya,,Dinas Bina Marga dan Pengairan
6.88E+17,"15 Jan 2016, 05:03:48 PM",RT @eka_harijanto: Jumat siang TL Supratman-Katamso msh padam pdhl jalan sdg ramai. Untung ada petugas yg atur @ridwankamil @IWGinting http…,Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 05:10:27 PM","Pak @ridwankamil mau tanya , kalau GMP academy yang di https://t.co/qCHBKlJXgA Arfrika legal gak ? Mohon bales kang buat masa depan",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:14:52 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Gedebage, lanjutan perbaikan jl Batu Raden https://t.co/yJ8kkOU…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:21:44 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Bojonagara, pemasangan plat beton jl dr Djundjunan https://t.co/jdQsawwQNx",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:21:58 PM","Rakor tata kelola pasar ciroyom antara Camat,Lurah,koramil,polsek&amp;pengelola pasar. Cc @ridwankamil @nofidiekaputera https://t.co/kO1mm2VKtX",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:25:16 PM",Pak @dbmpkotabdg punten jembatan antara venus raya dengan tata surya baru diaspal sudah rusak lagi.. Mohon diperbaiki,Ya,,Dinas Tata Ruang dan Ciptakarya
6.88E+17,"15 Jan 2016, 05:33:04 PM",17.31 @dbmpkotabdg Eka via WA jl Moch Toha yg amblas sementara kita urug dl https://t.co/pUMFYLVPgi,Ya,,Dinas Tata Ruang dan Ciptakarya
6.88E+17,"15 Jan 2016, 05:42:09 PM","RT @kecamatan_andir: Rakor tata kelola pasar ciroyom antara Camat,Lurah,koramil,polsek&amp;pengelola pasar. Cc @ridwankamil @nofidiekaputera ht…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:46:00 PM",@dbmpkotabdg RT @ThionardoH: @ridwankamil kang emil bisa tolong dibetulkan? setelah dibongkar tidak di betulkan (Jalan moh toha no 109 Bandu,Ya,,Dinas Tata Ruang dan Ciptakarya
6.88E+17,"15 Jan 2016, 05:47:50 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Ujungberung, pemasangan plat saluran jl Golf Selatan I https://…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:47:53 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Cigadung Raya Barat https://t.co/zN…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:47:55 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl AH Nasution https://t.co/kFJQn2OlD3",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:47:56 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Batik Uwit https://t.co/Q7IIiTofol",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:47:58 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Batik Rucita https://t.co/7As5zkkgWh",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:48:03 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Batik Rengganis https://t.co/5tHYtr…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:48:07 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Taman Sido Luhur https://t.co/H6cAR…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:48:11 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Perintis Kemerdekaan https://t.co/z…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:48:34 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Gedebage, lanjutan perbaikan jl Batu Raden https://t.co/yJ8kkOU…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:48:36 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Bojonagara, pengerukan saluran jl Sarimanis https://t.co/RYWxDY…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:48:39 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Bojonagara, pemasangan plat beton jl dr Djundjunan https://t.co…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:48:41 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Bojonagara, pengerukan &amp; perbaikan saluran jl Sariasih https://…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:48:43 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Bojonagara, perbaikan jl Jend Sudirman https://t.co/JYEYtbgsk1",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:48:45 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Bojonagara, lanjutan perbaikan jl Kebon Jati https://t.co/fWG9o…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 05:53:22 PM","IB4 dunia hanya kenal n.goreng,dg diknalkan nasi khas tsb,turis dtg k daerah,ada nasi khas @aheryawan @deddy_mizwar_ @ridwankamil @bimaaryas",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 06:00:17 PM",17.31 @dbmpkotabdg Eka via WA jl Moch Toha yg amblas sementara kita urug dl https://t.co/c8IbrlAzZM,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 06:25:14 PM","@ridwankamil @infobdg traffict light jl supratman katamso sdh 2 mingguan tidak berfungsi, membahayakan pengguna jalan",Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 06:38:24 PM","@dbmpkotabdg RT @udin11190: @infobdg @ridwankamil lampu lalin di perempatan sesudah gatsu mati, ditambah tidak ada polisi yg mengatur. Picil",Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 06:41:03 PM","Wah Gulajava bikin app baru. Suka lah sama desain app Gulajava :)) RT @GulajavaMini: @ridwankamil punten kang,silahkan cobain aplikasi Catat",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 06:47:50 PM",BANDUNG INFO | 17.31 @dbmpkotabdg Eka via WA jl Moch Toha yg amblas sementara kita urug dl  https://t.co/zHWtv68aci,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 06:47:50 PM",BANDUNG INFO | 17.31 @dbmpkotabdg Eka via WA jl Moch Toha yg amblas sementara kita urug dl  https://t.co/c8IbrliYBc,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 06:47:50 PM",PRFM News | Photo - 17.31 @dbmpkotabdg Eka via WA jl Moch Toha yg amblas sementara kita urug dl  https://t.co/c8IbrliYBc,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 06:51:44 PM",kalo parkir itu bagian @dishub_kotabdg. ada masalah di taman-nya baru @diskamtam:) RT @MRKFans @ensetya @ridwankamil https://t.co/nDNq846Qi7,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 06:53:27 PM","oh iya mas, maaf gak teliti. dikirain pju :)) RT @mazNOT: lampu TL itu @dishub_kotabdg:) RT MRKFans @dbmpkotabdg @udin11190 @infobdg @ridwa",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 06:57:15 PM",RT @mazNOT: kalo parkir itu bagian @dishub_kotabdg. ada masalah di taman-nya baru @diskamtam:) RT @MRKFans @ensetya @ridwankamil https://t.…,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 07:18:31 PM",@dbmpkotabdg tolong jalan rajawali depan terminal elang mohon di perbaiki banyak lubang. Nuhun,Ya,,Dinas Tata Ruang dan Ciptakarya
6.88E+17,"15 Jan 2016, 07:29:07 PM","@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar timur alun2 bandung kok masih ada yg parkir liar siy?mengganggu pemandangan,plis atuh",Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 07:31:02 PM","@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar parkir liar utara alun2,, https://t.co/yCPA15KNLo",Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 07:31:23 PM","19.31 RT  @gandhibandung @dishub_kotabdg @ridwankamil @PRFMnew  parkir liar utara alun2,, https://t.co/24gF5qMxdx",Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 07:34:48 PM",RT @mazNOT: kalo parkir itu bagian @dishub_kotabdg. ada masalah di taman-nya baru @diskamtam:) RT @MRKFans @ensetya @ridwankamil https://t.…,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 07:35:20 PM",RT @mazNOT: kalo parkir itu bagian @dishub_kotabdg. ada masalah di taman-nya baru @diskamtam:) RT @MRKFans @ensetya @ridwankamil https://t.…,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 07:35:28 PM",RT @mazNOT: kalo parkir itu bagian @dishub_kotabdg. ada masalah di taman-nya baru @diskamtam:) RT @MRKFans @ensetya @ridwankamil https://t.…,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 07:59:39 PM","RT @hero_bandung: yuk latian terus menerus meletakkan sampah di tempat sampah. jangan lagi nyampah disembarang tempat, @Satpolppbdg https:/…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 08:02:10 PM","RT @PRFMnews: 19.31 RT  @gandhibandung @dishub_kotabdg @ridwankamil @PRFMnew  parkir liar utara alun2,, https://t.co/24gF5qMxdx",Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 08:19:21 PM",Bukan anak alay yang nginjek rumput ya pa??? @ridwankamil  #latepost #gbla #persib #bandung https://t.co/YU20W7KiJh,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 08:32:12 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 Pasukan Jurig Cai, pemeliharaan saluran jl Pagarsih (Ulekan) https:…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 08:34:02 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Perintis Kemerdekaan https://t.co/EcXqQY3OyU",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 08:34:28 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, pemasangan server lampu PJU jl Gedebage https://t.co/FSHhmOv0Ok",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 08:34:41 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Gedebage Selatan https://t.co/h2jppnT8XM",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 08:42:01 PM","@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar gmn nih kok trafic light masih banyak yg pada mati,,,hadeuh,,jl cikawao, jl lodaya,,",Ya,,Dinas Perhubungan
6.88E+17,"15 Jan 2016, 08:43:23 PM","@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar mohon agar DENGAN SEGERA diperbaiki sebelum terjadi kecelakaan lalu lintas,,,vital",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 08:54:27 PM",RT @soowooBDG: Apa betul reklame iklan rokok tdk diperbolehkan di Kota Bdg? Lokasi dpn Jl Surya Sumantri No. 1 @se_bdg @Satpolppbdg https:/…,Ya,,Lain-Lain
6.88E+17,"15 Jan 2016, 08:58:41 PM",RT @soowooBDG: Apa betul reklame iklan rokok tdk diperbolehkan di Kota Bdg? Lokasi dpn Jl Surya Sumantri No. 1 @se_bdg @Satpolppbdg https:/…,Ya,,Lain-Lain
6.88E+17,"15 Jan 2016, 08:59:22 PM",RT @soowooBDG: Apa betul reklame iklan rokok tdk diperbolehkan di Kota Bdg? Lokasi dpn Jl Surya Sumantri No. 1 @se_bdg @Satpolppbdg https:/…,Ya,,Lain-Lain
6.88E+17,"15 Jan 2016, 08:59:33 PM",RT @PRFMnews: RT @Alkaryana @ridwankamil halte TMB di depan Stadion Persib (dll) ini jadi tempat tidur pemulung/gelandangan  https://t.co/z…,Ya,,Lain-Lain
6.88E+17,"15 Jan 2016, 09:20:11 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Tegallega, lanjutan pengerukan saluran jl Pasirkoja https://t.c…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 09:20:21 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 Pasukan Jurig Cai, pemeliharaan saluran jl Pagarsih (Ulekan) https:…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 09:22:03 PM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, pemasangan server lampu PJU jl Terusan Buah Batu https://t.co/eHPtYfjw4r",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 09:24:35 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 Pasukan Jurig Cai, pemeliharaan saluran jl Pagarsih (Ulekan) https:…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 09:25:40 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, pemasangan server lampu PJU jl Terusan Buah Batu https://t…",,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 09:48:13 PM",Laser hijau ahmad yani cicadas... 2 titik depan yonk jaya motor dan jembar @Satpolppbdg https://t.co/jrsgQoYHYo,Ya,,Lain-Lain
6.88E+17,"15 Jan 2016, 10:00:34 PM","@ridwankamil kang punten di lampu merah cicaheum aya pengemis (anak punk)nu maksa ,teget na terutama ibu2. Punten di aman keun Cc satpol pp",Ya,,Lain-Lain
6.88E+17,"15 Jan 2016, 10:17:35 PM",@ridwankamil @PemumBdg Mari kita hindari pendirian bangunan utk kepentingan pribadi pada lahan terlantar&amp;fasos fasum https://t.co/rb4zr4UvDt,,Ya,bukan keluhan
6.88E+17,"15 Jan 2016, 10:18:39 PM",RT @KELGEGERKALONG: Kirmir Amrol di JL. Polisi Militer RW. 02 KPAD. Beresiko longsor susulan. Mohon bantuan @dbmpkotabdg @ridwankamil https…,Ya,,Dinas Tata Ruang dan Ciptakarya
6.88E+17,"15 Jan 2016, 11:15:44 PM",@infobdg ini ngaku @Satpolppbdg dia minta setoran ke lapak kuliner sekitar telkom https://t.co/Ug4T1AGAjv,Ya,,Lain-Lain
6.88E+17,"15 Jan 2016, 11:27:25 PM",RT @TongkronganBDG: @infobdg ini ngaku @Satpolppbdg dia minta setoran ke lapak kuliner sekitar telkom https://t.co/Ug4T1AGAjv,Ya,,Lain-Lain
6.88E+17,"16 Jan 2016, 12:12:59 AM",@rancasari_OK @ridwankamil   petugas kebersihan rt/rw di tempat sy tidak mengambil sampah jika tidak setuju iuran 50rb/bln,Ya,,Dinas Bina Marga dan Pengairan
6.88E+17,"16 Jan 2016, 06:02:04 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 16/1 URC PJU, perbaikan lampu PJU jl Asia Afrika https://t.co/wHMurX1kOt",,Ya,bukan keluhan
6.88E+17,"16 Jan 2016, 06:02:15 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 16/1 URC PJU, perbaikan lampu PJU jl Ibrahim Adjie (2) https://t.co/6q4CrLeflI",,Ya,bukan keluhan
6.88E+17,"16 Jan 2016, 06:02:18 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 16/1 URC PJU, perbaikan lampu PJU jl Ibrahim Adjie (3) https://t.co/2b50SByBbp",,Ya,bukan keluhan
6.88E+17,"16 Jan 2016, 06:02:29 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 16/1 URC PJU, perbaikan lampu PJU jl Ibrahim Adjie (1) https://t.co/DcbrOY07OM",,Ya,bukan keluhan
6.88E+17,"16 Jan 2016, 06:32:43 AM","RT @toekang_sate: Pak @ridwankamil iyeu jalmi anu ngabalaan jalan di kota Bandung,ngabagikeun pamplet tapi di awur2 di jalan. https://t.co/…",Ya,,Lain-Lain
6.88E+17,"16 Jan 2016, 06:51:42 AM","Ada pohon mangga besar di Jln.Anyer 25 Bdg, ditebang pemilik baru, kabarnya dgn menyuruh Satpol PP, Kumaha kang @ridwankamil @infobandung",Ya,,Lain-Lain
6.88E+17,"16 Jan 2016, 07:32:12 AM","@diskamtam pagi, mau tanya untuk biaya pemasangan baliho biasanya berapa ya? Nuhun",,Ya,bukan keluhan
6.88E+17,"16 Jan 2016, 07:43:04 AM","Jalan babakan sari kalau sore sudah kayak kampung aja, byk preman, anak2 motoris pengacau, mohon ditertibkan @Satpolppbdg @infobdg #infobdg",Ya,,Lain-Lain
6.88E+17,"16 Jan 2016, 08:02:17 AM",tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,Ya,bukan keluhan
6.88E+17,"16 Jan 2016, 08:13:09 AM",@dbmpkotabdg mohon dicek apakah bbrp bangunan sempadan sungai Cipamokolan  jl. Terusan Cikajang sesuai dgn RTH?,Ya,,Badan Pelayanan Perizinan Terpadu
