Labelled Tweet,,,,,,,,
,,,,,,,,
ID,Timestamp,Tweet,Keluhan,Bukan Keluhan/Respon,Topik Umum,Topik Spesifik,Lokasi,Waktu 
6.92E+17,"25 Jan 2016, 11:51:37 PM",@ridwankamil @ferrykoto busway? bus yg buatan c*na banyak go ... song,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"25 Jan 2016, 11:51:43 PM",@Satpolppbdg @ridwankamil @DiskominfoBdg cicadas jg ada pak.. Depan spbu jualan laser,Ya,,k3 (ketertiban; kebersihan; keindahan),pkl,perempatan Katamso-Supratman ,satu minggu 
6.92E+17,"25 Jan 2016, 11:52:06 PM",RT @Satpolppbdg: Penertiban pedagang laser yg mengganggu pengguna jalan di BKR mlm ini (25/1/16) cc @ridwankamil @DiskominfoBdg https://t.cÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"25 Jan 2016, 11:52:34 PM",@Satpolppbdg @ridwankamil @DiskominfoBdg @PRFMnews didaerh sy wkt kmrn ad yg mabuk meresahkn eh dibela RT trs lapor kmn pak??,Ya,,k3 (ketertiban; kebersihan; keindahan),orang mabuk,-,-
6.92E+17,"25 Jan 2016, 11:52:44 PM",RT @Satpolppbdg: Giat patroli &amp; penyisiran pelajar yg bolos sekolah 25/1/16. Akan dilakukan rutin. Masih mau bolos? cc @ridwankamil https:/É,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"25 Jan 2016, 11:53:50 PM","@ridwankamil lebih suka kalo mrt/lrt dalam kota didahulukan, macet na naujubillah. terlebih ini ngutang gede banget",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"25 Jan 2016, 11:54:05 PM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"25 Jan 2016, 11:54:06 PM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"25 Jan 2016, 11:55:09 PM","@rasjawa @ferrykoto @M4ngU5il @ridwankamil mun make angkot. Trs angkot na moal indit mun penumpang na can pinuh, rea ngetem brp jam? ??",Ya,,perhubungan,angkutan umum ugal - ugalan / ngetem,-,-
6.92E+17,"25 Jan 2016, 11:55:18 PM","Da akumah begitu orgnya kang @ridwankamil @febbylorentz: Biasanya pakpres @manjasad yg suka begitu pak :p https://t.co/PV0WPM9YYH""""",,Ya,bukan keluhan,bukan keluhan,Jalan Asia Afrika ,-
6.92E+17,"25 Jan 2016, 11:55:29 PM",RT @Satpolppbdg: Penertiban pedagang laser yg mengganggu pengguna jalan di BKR mlm ini (25/1/16) cc @ridwankamil @DiskominfoBdg https://t.cÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"25 Jan 2016, 11:56:34 PM",RT @Satpolppbdg: Diamankan 3 org pemuda yg mabuk &amp; kencing di jl. Ir.Sukarno mlm ini (25/1/16) @ridwankamil @DiskominfoBdg @PRFMnews https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"25 Jan 2016, 11:57:07 PM","RT @manjasad: Da akumah begitu orgnya kang @ridwankamil @febbylorentz: Biasanya pakpres @manjasad yg suka begitu pak :p https://t.co/PV0WPÉ""",,Ya,bukan keluhan,bukan keluhan,Jalan Palasari ,-
6.92E+17,"25 Jan 2016, 11:59:37 PM",setuju sm kereta cepat jkt bdg tapi g setuju sama taman teras cikapundung suka bikin macet siliwangi atulah pak @ridwankamil,Ya,,perhubungan,kemacetan,Unpas Lengkong,-
6.92E+17,"26 Jan 2016, 12:03:59 AM",@SENDYYeah @LUTHFU1990 @ridwankamil tapi menurut saya pembangunan kereta cepat jkt-bdg urgensi nya masih rendah,,Ya,bukan keluhan,bukan keluhan,Jalan Palasari ,-
6.92E+17,"26 Jan 2016, 12:08:31 AM","@LUTHFU1990 @AditSap77488878 @ridwankamil yg deket aja dlu, papua ga bisa dibikin kereta api krn kontur tanahnya pegunungan, banyak baca ya.",,Ya,bukan keluhan,bukan keluhan,Jalan Palasari ,-
6.92E+17,"26 Jan 2016, 12:11:26 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,perempatan Malabar,-
6.92E+17,"26 Jan 2016, 12:13:16 AM","tah geuning di tindak, di tegalega pa, sareng perempatan kircon-jl. trsan jakarta eta ngamen bari ngelem maksa  https://t.co/sh4AD24HFc",Ya,,k3 (ketertiban; kebersihan; keindahan),pengamen,-,-
6.92E+17,"26 Jan 2016, 12:13:55 AM","@LUTHFU1990  @ridwankamil kok emosi? ada kereta jkt-bdg, klo papua blm ada, silahkan dek byk blajar siapa tau bisa bngun kreta api dsana :)",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 12:19:28 AM",RT @Satpolppbdg: Pengemis pura2 buntung ditertibkan mlm ini 21/1/16. Masih mau ngasih? cc @ridwankamil @DiskominfoBdg @PemkotBandung https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 12:20:08 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 12:21:48 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,Jalan Gedebage Selatan ,-
6.92E+17,"26 Jan 2016, 12:22:04 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,Jalan Gedebage Selatan ,-
6.92E+17,"26 Jan 2016, 12:23:31 AM","RT @Satpolppbdg: Penertiban PKL Dayangsumbi, Tamansari &amp; badan jalan Cicadas hr ini 25/1/16 cc @ridwankamil @DiskominfoBdg @infobdg https:/É",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 12:23:54 AM",RT @Satpolppbdg: Pengemis pura2 buntung ditertibkan mlm ini 21/1/16. Masih mau ngasih? cc @ridwankamil @DiskominfoBdg @PemkotBandung https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 12:32:29 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 12:37:23 AM",@ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 12:38:45 AM",@satpolppbdg @ridwankamil  penertiban pkl d jln otista nya kapan pak,Ya,,k3 (ketertiban; kebersihan; keindahan),pkl,Jalan RE Martadinata,-
6.92E+17,"26 Jan 2016, 12:54:28 AM",kang @ridwankamil emang aku ngebully apa ya?kok aku diomelin &gt;&gt; @BZoemantri belajar lagi gih biar gg malu....Mau nge bully otaknya jgn cemen,,Ya,bukan keluhan,bukan keluhan,dekat Lap. Supratman ,-
6.92E+17,"26 Jan 2016, 01:00:20 AM","RT @RdAndrian17: @ridwankamil Pa ngadamel Taman Masa Lalu plisss lah :( ditamanna aya quote2 galau + lagu galau, mun tiasa ditempelan...",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 01:19:18 AM",RT @Satpolppbdg: Pengemis pura2 buntung ditertibkan mlm ini 21/1/16. Masih mau ngasih? cc @ridwankamil @DiskominfoBdg @PemkotBandung https:É,,Ya,bukan keluhan,bukan keluhan,SDN Ciporeat,-
6.92E+17,"26 Jan 2016, 01:22:58 AM","RT @Satpolppbdg: Penertiban PKL Dayangsumbi, Tamansari &amp; badan jalan Cicadas hr ini 25/1/16 cc @ridwankamil @DiskominfoBdg @infobdg https:/É",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 01:24:18 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 01:24:41 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 01:27:58 AM","Ada apa dg orang ini, sakit hati liat orang maju...SBY gak bisa kan selama ini..cc @Alie_Bin_Alie  https://t.co/DNUEprsE9z",,Ya,bukan keluhan,bukan keluhan,di taman dan sungai ,-
6.92E+17,"26 Jan 2016, 01:33:16 AM","@ridwankamil sekarang tetap ada kok, secara lingkungan hahaha~",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 03:23:09 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 03:33:34 AM","@ridwankamil jadi punten tong di samiken sareng trans jakarta atau dgn yg lainnya, punten sane menggurui.. Abdi masih ngefans da k kang emil",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 04:00:13 AM",@ridwankamil @DiskominfoBdg @andri_darusman trmks pa wali tnga kebersihan sangat bantu di lingkungan musim hjn trsa https://t.co/Vv1KjwqSlV,,Ya,bukan keluhan,bukan keluhan,Jalan Merdeka,-
6.92E+17,"26 Jan 2016, 04:00:19 AM",RT @aksirelawanbdg: Yg septictank-nya udh mampet atau yg mau bikin event Sila manfaatkan fasilitas @pdamtirtawening ini  ~p'@ridwankamil htÉ,,Ya,bukan keluhan,bukan keluhan,Jalan Segar Raya,-
6.92E+17,"26 Jan 2016, 04:01:44 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,Jalan Terjun Tandem ,-
6.92E+17,"26 Jan 2016, 04:52:57 AM","@ridwankamil @ferrykoto @M4ngU5il  , saat ini saya kerja PP Bdg - Jkt tiap hari, 3 - 4 jam, apalagi kalo ada kereta cepat, makin OK, nuhun",,Ya,bukan keluhan,bukan keluhan,Jalan Seger Raya,-
6.92E+17,"26 Jan 2016, 05:25:41 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,Jalan Soekarno Hatta-Gedebage,-
6.92E+17,"26 Jan 2016, 05:26:59 AM",@iwanhernawann @ridwankamil @ferrykoto ...berarti penghasilan anda besar juga ya kalau naik kereta cepat tiap hari misal harga tiket 100-200,,Ya,bukan keluhan,bukan keluhan,Jalan Salam ,-
6.92E+17,"26 Jan 2016, 05:32:14 AM",@Satpolppbdg @ridwankamil @DiskominfoBdg @infobdg iyah kang tolong tertibin mengganggu trotoar jalan jd susah jalan kang,Ya,,infrastruktur,trotoar,-,-
6.92E+17,"26 Jan 2016, 05:34:00 AM","Nih pak, buat para fakir cinta yang minta minta jodoh ke bapak @ridwankamil piwarang daftar wèh kadieu ;) https://t.co/T1xijhp9n9",,Ya,bukan keluhan,bukan keluhan,Jalan Pahlawan ,-
6.92E+17,"26 Jan 2016, 05:40:06 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,Jalan Ibrahim Adjie/Kircon,-
6.92E+17,"26 Jan 2016, 05:46:36 AM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,Flyover Kircon ,-
6.92E+17,"26 Jan 2016, 05:46:53 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,Jalan Cibaduyut Raya,-
6.92E+17,"26 Jan 2016, 06:08:01 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,Jalan H. Idrus,-
6.92E+17,"26 Jan 2016, 06:20:32 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,Jalan Bungur-Sukaresmi ,-
6.92E+17,"26 Jan 2016, 06:29:39 AM",@YusronIhza_Mhd @ridwankamil @AjibataOLSHOP @ferrykoto @M4ngU5il solusi apa yg bakal abang kasih buat negara? Teori mah di senayan banyak,,Ya,bukan keluhan,bukan keluhan,Jalan Cihampelas,-
6.92E+17,"26 Jan 2016, 06:30:53 AM","RT @RidwanKamil akan slalu ada skeptisme di stiap hal baru"" Jd ingat polemik busway jkt/jembatan pasupati saat awal diwacanakan. sekarang?""",,Ya,bukan keluhan,bukan keluhan,Jalan Cihampelas,-
6.92E+17,"26 Jan 2016, 06:37:18 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,Jalan Leumah Neundeut,-
6.92E+17,"26 Jan 2016, 06:38:13 AM","RT @Satpolppbdg: Penertiban PKL Dayangsumbi, Tamansari &amp; badan jalan Cicadas hr ini 25/1/16 cc @ridwankamil @DiskominfoBdg @infobdg https:/É",,Ya,bukan keluhan,bukan keluhan,depan SPBU Jati ,-
6.92E+17,"26 Jan 2016, 06:40:09 AM",RT @aksirelawanbdg: Yg septictank-nya udh mampet atau yg mau bikin event Sila manfaatkan fasilitas @pdamtirtawening ini  ~p'@ridwankamil htÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 06:59:37 AM",Klo smpai bandara soeta ok jg lumyan g mabok lg naik travel kang @ridwankamil: saya mau. daripada jkt-bdg 3 jam atau 5 jam saat weekend,,Ya,bukan keluhan,bukan keluhan,Jalan Palasari ,-
6.92E+17,"26 Jan 2016, 07:01:44 AM","Maju terus bapak @ridwankamil semangat, sekalian pasar2 yang di trotoar pak di tertibkan pak bikin macet. Nuhun. GBU https://t.co/9qoeg1xkAx",Ya,,"k3 (ketertiban; kebersihan; keindahan), perhubungan","pasar tumpah, kemacetan",angkot 08,-
6.92E+17,"26 Jan 2016, 07:02:31 AM","@ferrykoto @M4ngU5il lagi pula kecepatan kereta cepat nanti bukan 350km/jam tapi max 200km/jam, kira2 bisa max 90mnt jkt - bdg @ridwankamil",,Ya,bukan keluhan,bukan keluhan,Jalan Gedebage Selatan ,-
6.92E+17,"26 Jan 2016, 07:12:03 AM","Siaapp...Insya Allah kang, kalau ada waktunya nanti saya merapat lagi..colek @ridwankamil @mazNOT #PeduliBdg https://t.co/OVjDlK0oVJ",,Ya,bukan keluhan,bukan keluhan,Jalan Ir. H. Djuanda,-
6.92E+17,"26 Jan 2016, 07:14:49 AM",RT @infobdg: #suaraBDG via @TanpaNam48: masa udh ada tanda S masih parkir sembarangan? (Depan BI) cc: @dishub_kotabdg @IWGinting https://t.É,Ya,,perhubungan,parkir sembarangan,Jalan Dalam Kaum ,-
6.92E+17,"26 Jan 2016, 07:27:58 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Dalem Kaum &amp; jl Dewi Sartika https://t.co/w8sZn2seOc",,Ya,bukan keluhan,bukan keluhan,Jalan Leuwipanjang ,-
6.92E+17,"26 Jan 2016, 07:28:32 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Sukarno Hatta https://t.co/9gpApdZ4zF",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 07:28:59 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Moch Toha https://t.co/QFtv8iDFsk",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 07:29:53 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl H Basuki https://t.co/sIMDMT9Aga",,Ya,bukan keluhan,bukan keluhan,sekitar Bandara Husein ,-
6.92E+17,"26 Jan 2016, 07:30:08 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Prabudimuntur https://t.co/0yZ7IypD30",,Ya,bukan keluhan,bukan keluhan,Gasibu,-
6.92E+17,"26 Jan 2016, 07:30:16 AM","RT @andrihernadi88: Siaapp...Insya Allah kang, kalau ada waktunya nanti saya merapat lagi..colek @ridwankamil @mazNOT #PeduliBdg https://t.É",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 07:30:33 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Binong Jati https://t.co/OWGL9PF1OO",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 07:31:03 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Jakarta https://t.co/SuJs6I5Xg5",,Ya,bukan keluhan,bukan keluhan,Gasibu,-
6.92E+17,"26 Jan 2016, 07:31:26 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Cimuncang https://t.co/6W7yGdKc7A",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 07:31:33 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Bangka https://t.co/VCMP2E9830",,Ya,bukan keluhan,bukan keluhan,Gasibu,-
6.92E+17,"26 Jan 2016, 07:31:46 AM","@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 26/1 URC PJU, perbaikan lampu PJU jl Lombok https://t.co/gZYQ4P0mrS",,Ya,bukan keluhan,bukan keluhan,Gasibu,-
6.92E+17,"26 Jan 2016, 07:38:17 AM",@dbmpkotabdg Mohon info lampu jalan yg mati mesti lapor kemana tks,,Ya,bukan keluhan,bukan keluhan,Jalan Soekarno Hatta,-
6.92E+17,"26 Jan 2016, 07:41:31 AM",Ucapan yg rendah hati ya tum @PartaiSocmed . menurutku sih p. @ridwankamil lbh baik jd jabar 1. Smkn byk ynk bagus https://t.co/it05StTDfP,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 07:48:42 AM",@YusronIhza_Mhd  @ridwankamil nah itu dia kenapa cina.Knp ga jepang aja emg ga semua barang cina jelek tp kita sering ditipu,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 07:52:06 AM","@infobdg  @dishub_kotabdg stiap pmbukaan ruang publik tlg dibuat jg u penataan parkir nya, ckup jelas yg parkir mw ke taman",Ya,,infrastruktur,sarana parkir,-,-
6.92E+17,"26 Jan 2016, 07:54:13 AM","@ferrykoto@ridwankamil anda punya mobil, yg pakai kendaraan umum kesel pak lama, pasesedeuk. Kalo ada pnb cgk-bdo juga saya naikin kok.",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 07:59:41 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 08:03:25 AM","RT @Satpolppbdg: Penertiban PKL Dayangsumbi, Tamansari &amp; badan jalan Cicadas hr ini 25/1/16 cc @ridwankamil @DiskominfoBdg @infobdg https:/É",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 08:05:16 AM","@Eka_Sugya @LUTHFU1990 @ridwankamil papua mending pakai penerbangan perintis mas jika antar kota, kalo antar desa masih ada jln raya kok",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 08:08:59 AM","@IWGinting @ridwankamil @dishub_kotabdg @PRFMnews  Pa, td j8 lewat pasteur, taksi parkir lg di tempat yg sama. Teu kapokkeun geuningan?",Ya,,perhubungan,parkir sembarangan,Jalan Pagarsih dan Jalan N. Natawijaya,-
6.92E+17,"26 Jan 2016, 08:19:56 AM","Siaapp...Insya Allah kang, kalau ada waktunya nanti saya merapat lagi..colek @ridwankamil @mazNOT #PeduliBdg https://t.co/OVjDlK0oVJ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 08:27:27 AM","RT @ferrykoto: Makin jelas kan kang @ridwankamil bukan HSR yg diinginkan :) jk 1jam mah, pakai sj kereta biasa dgn jalur baru https://t.co/É",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 08:36:59 AM",@IKameda @ridwankamil perbanyak bus... moda spt angkot harus nya ngga ada &amp; ada kewajiban shuttle bis bagi tiap hotel atau sentra bisnis,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 08:39:55 AM","@IKameda @ridwankamil dan bus bus tsb harus siap di bandara,stasiun kereta, terminal antar kota. mudah, terlihat, ada dan siap kapan pun",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 08:41:39 AM","RT @ferrykoto: Makin jelas kan kang @ridwankamil bukan HSR yg diinginkan :) jk 1jam mah, pakai sj kereta biasa dgn jalur baru https://t.co/É",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 08:43:16 AM","RT @ferrykoto: Makin jelas kan kang @ridwankamil bukan HSR yg diinginkan :) jk 1jam mah, pakai sj kereta biasa dgn jalur baru https://t.co/É",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 08:47:06 AM","@ridwankamil  saya setuju kang,kalau bisa kalimantan ada kereta api cepat juga,apa lagi daerah kalimantan jaraknya jauh2",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 09:01:10 AM",RT @Satpolppbdg: Diamankan 3 org pemuda yg mabuk &amp; kencing di jl. Ir.Sukarno mlm ini (25/1/16) @ridwankamil @DiskominfoBdg @PRFMnews https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 09:04:12 AM",RT @Satpolppbdg: Diamankan 3 org pemuda yg mabuk &amp; kencing di jl. Ir.Sukarno mlm ini (25/1/16) @ridwankamil @DiskominfoBdg @PRFMnews https:É,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 09:11:06 AM","@ridwankamil @Satpolppbdg @diskamtam taman lansia kumuh lagi,banyak pedagang lagi diarea taman.tindak dong Pak! https://t.co/68pTFuTaV3",Ya,,lingkungan hidup,kondisi taman,Jalan Sari Asih ,-
6.92E+17,"26 Jan 2016, 09:13:07 AM","RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,Ya,bukan keluhan,bukan keluhan,Pinus Regency Jalan Soetta,-
6.92E+17,"26 Jan 2016, 09:58:59 AM",RT @Satpolppbdg: Diamankan 3 org pemuda yg mabuk &amp; kencing di jl. Ir.Sukarno mlm ini (25/1/16) @ridwankamil @DiskominfoBdg @PRFMnews https:É,,Ya,bukan keluhan,bukan keluhan,Jalan Terusan Buah Batu ,-
6.92E+17,"26 Jan 2016, 10:03:52 AM","@ridwankamil sekarang ada dan tidak lagi dipermasalahkan, tapi apa semua itu memecahkan masalah yang menjadi targetnya?",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 10:04:03 AM","RT @ridwankamil: nanti tersambung dgn LRT Bandung Raya. *apalagi ditemeni gebetan, wuss tdk akan kerasa perjalanannya. https://t.co/PYdFJ6gÉ",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 10:09:47 AM","Hangat?Tanggapan Atas Pandangan @RidwanKamil Soal Kereta Cepat &amp; Tumbuhnya Kota Baru"" b..?dari @M4ngU5il https://t.co/kA9EqXwCGn""",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 10:23:49 AM","Tetap semangat membangun bangsa pak! proud of you RT @ridwankamil akan selalu ada skeptisme di setiap hal yang baru"" *jadi ingat""",,Ya,bukan keluhan,bukan keluhan,Jalan Terusan Buah Batu ,-
6.92E+17,"26 Jan 2016, 10:27:47 AM","@ridwankamil @dedealimarwan kereta dalam kota (CITY) sekalian bertamasya"""" hehee.""KALAU BUKAN SEKARANG KAPAN LAGI?"" https://t.co/4QCYGxU75y""",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 10:35:52 AM",RT @infobdg: Via @indraandiG19 : Pagi2 pak @ridwankamil memarahi warga karena BUANG SAMPAH SEMBARANGAN! #plisatuhlah https://t.co/xdbFWa4k3s,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 10:41:24 AM",@ridwankamil @DiskominfoBdg @PemumBdg @KecSukasari beberesih dan pemasangan pohon jl.sukahaji k3l. Sukarasa https://t.co/p8vYg71jIq,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 10:42:35 AM","@ridwankamil mhn mf kang, tetep thn nafsu, jgn pindah ke daerah lain ya, bandung baru aja dpt nafas segar",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 10:44:14 AM",RT @Ujungberung_Kec: Keg.rutin penyiraman tanaman dan pohon di wil.kec.uber @ridwankamil @diskamtam @DiskominfoBdg @Greeners_ID @PRFMnews hÉ,,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 10:55:35 AM","@basuki_btp @aheryawan @ridwankamil @Ahok_BasukiTP KALAU BUKAN SEKARANG KAPAN LAGI""""??????""""""""",,Ya,bukan keluhan,bukan keluhan,-,-
6.92E+17,"26 Jan 2016, 10:55:54 AM",RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:É,,Ya,bukan keluhan,bukan keluhan,-,-
